ds;y
2018-12-17;2666
2018-12-18;2900
2018-12-19;3317
2018-12-20;3566
2018-12-21;3430
2018-12-22;19
2018-12-23;0
2018-12-24;649
2018-12-25;0
2018-12-26;0
2018-12-27;2465
2018-12-28;2365
2018-12-29;30
2018-12-30;1
2018-12-31;1409
2019-01-01;0
2019-01-02;1519
2019-01-03;1887
2019-01-04;2082
2019-01-05;2
2019-01-06;1
2019-01-07;2085
2019-01-08;2163
2019-01-09;2286
2019-01-10;2165
2019-01-11;1819
2019-01-12;8
2019-01-13;0
2019-01-14;1969
2019-01-15;1765
2019-01-16;1914
2019-01-17;2139
2019-01-18;1907
2019-01-19;10
2019-01-20;0
2019-01-21;1836
2019-01-22;1856
2019-01-23;1849
2019-01-24;2365
2019-01-25;1969
2019-01-26;11
2019-01-27;0
2019-01-28;2182
2019-01-29;2401
2019-01-30;2882
2019-01-31;3163
2019-02-01;1602
2019-02-02;1
2019-02-03;0
2019-02-04;1664
2019-02-05;1901
2019-02-06;1960
2019-02-07;2078
2019-02-08;1685
2019-02-09;6
2019-02-10;0
2019-02-11;1738
2019-02-12;1985
2019-02-13;1925
2019-02-14;2246
2019-02-15;1832
2019-02-16;18
2019-02-17;0
2019-02-18;1964
2019-02-19;2117
2019-02-20;2220
2019-02-21;2437
2019-02-22;2089
2019-02-23;9
2019-02-24;0
2019-02-25;2381
2019-02-26;2767
2019-02-27;3622
2019-02-28;3843
2019-03-01;1801
2019-03-02;3
2019-03-03;0
2019-03-04;1648
2019-03-05;1996
2019-03-06;2053
2019-03-07;2211
2019-03-08;1859
2019-03-09;7
2019-03-10;0
2019-03-11;2145
2019-03-12;2099
2019-03-13;2008
2019-03-14;2438
2019-03-15;2055
2019-03-16;9
2019-03-17;0
2019-03-18;2040
2019-03-19;2235
2019-03-20;2312
2019-03-21;2411
2019-03-22;2131
2019-03-23;5
2019-03-24;0
2019-03-25;2456
2019-03-26;2944
2019-03-27;3576
2019-03-28;4311
2019-03-29;3665
2019-03-30;9
2019-03-31;0
2019-04-01;1806
2019-04-02;2098
2019-04-03;2132
2019-04-04;2187
2019-04-05;1784
2019-04-06;3
2019-04-07;0
2019-04-08;1960
2019-04-09;2036
2019-04-10;2081
2019-04-11;2287
2019-04-12;1928
2019-04-13;21
2019-04-14;1
2019-04-15;1974
2019-04-16;2302
2019-04-17;2462
2019-04-18;2452
2019-04-19;1567
2019-04-20;1
2019-04-21;0
2019-04-22;0
2019-04-23;1694
2019-04-24;2327
2019-04-25;2638
2019-04-26;2762
2019-04-27;17
2019-04-28;0
2019-04-29;3113
2019-04-30;3138
2019-05-01;0
2019-05-02;741
2019-05-03;0
2019-05-04;2
2019-05-05;0
2019-05-06;1731
2019-05-07;2021
2019-05-08;2183
2019-05-09;2304
2019-05-10;2136
2019-05-11;10
2019-05-12;0
2019-05-13;1988
2019-05-14;2151
2019-05-15;2108
2019-05-16;2432
2019-05-17;1897
2019-05-18;4
2019-05-19;0
2019-05-20;2015
2019-05-21;2310
2019-05-22;2250
2019-05-23;2431
2019-05-24;2243
2019-05-25;7
2019-05-26;0
2019-05-27;2204
2019-05-28;2604
2019-05-29;3087
2019-05-30;3663
2019-05-31;3091
2019-06-01;3
2019-06-02;0
2019-06-03;1870
2019-06-04;2020
2019-06-05;2091
2019-06-06;2154
2019-06-07;1941
2019-06-08;3
2019-06-09;0
2019-06-10;2015
2019-06-11;2081
2019-06-12;2113
2019-06-13;2208
2019-06-14;2125
2019-06-15;6
2019-06-16;0
2019-06-17;2392
2019-06-18;2520
2019-06-19;2387
2019-06-20;0
2019-06-21;1378
2019-06-22;4
2019-06-23;0
2019-06-24;2172
2019-06-25;2681
2019-06-26;3366
2019-06-27;4269
2019-06-28;3714
2019-06-29;119
2019-06-30;0
2019-07-01;1963
2019-07-02;2165
2019-07-03;2145
2019-07-04;2215
2019-07-05;1869
2019-07-06;5
2019-07-07;0
2019-07-08;2134
2019-07-09;2131
2019-07-10;2033
2019-07-11;2288
2019-07-12;2039
2019-07-13;4
2019-07-14;0
2019-07-15;1691
2019-07-16;1978
2019-07-17;1848
2019-07-18;2091
2019-07-19;1749
2019-07-20;4
2019-07-21;0
2019-07-22;1820
2019-07-23;2006
2019-07-24;2044
2019-07-25;2456
2019-07-26;2103
2019-07-27;22
2019-07-28;0
2019-07-29;2239
2019-07-30;3240
2019-07-31;3233
2019-08-01;1929
2019-08-02;1746
2019-08-03;2
2019-08-04;0
2019-08-05;1732
2019-08-06;1766
2019-08-07;1896
2019-08-08;2065
2019-08-09;1787
2019-08-10;87
2019-08-11;0
2019-08-12;2008
2019-08-13;2180
2019-08-14;2222
2019-08-15;0
2019-08-16;1080
2019-08-17;54
2019-08-18;0
2019-08-19;1824
2019-08-20;2216
2019-08-21;2401
2019-08-22;2765
2019-08-23;2463
2019-08-24;76
2019-08-25;0
2019-08-26;2583
2019-08-27;3150
2019-08-28;3576
2019-08-29;3890
2019-08-30;2857
2019-08-31;144
2019-09-01;0
2019-09-02;827
2019-09-03;862
2019-09-04;917
2019-09-05;951
2019-09-06;807
2019-09-07;5
2019-09-08;0
2019-09-09;883
2019-09-10;1287
2019-09-11;1560
2019-09-12;1834
2019-09-13;1618
2019-09-14;3
2019-09-15;0
2019-09-16;1450
2019-09-17;1685
2019-09-18;1747
2019-09-19;1837
2019-09-20;1616
2019-09-21;2
2019-09-22;0
2019-09-23;1835
2019-09-24;2091
2019-09-25;2306
2019-09-26;2634
2019-09-27;3096
2019-09-28;145
2019-09-29;0
2019-09-30;3726
