ds;y
2018-12-20;3236
2018-12-21;3089
2018-12-22;18
2018-12-23;0
2018-12-24;569
2018-12-25;0
2018-12-26;0
2018-12-27;2212
2018-12-28;2146
2018-12-29;29
2018-12-30;1
2018-12-31;1264
2019-01-01;0
2019-01-02;1424
2019-01-03;1681
2019-01-04;1881
2019-01-05;2
2019-01-06;1
2019-01-07;1850
2019-01-08;1870
2019-01-09;2005
2019-01-10;1871
2019-01-11;1552
2019-01-12;8
2019-01-13;0
2019-01-14;1578
2019-01-15;1430
2019-01-16;1609
2019-01-17;1883
2019-01-18;1652
2019-01-19;10
2019-01-20;0
2019-01-21;1611
2019-01-22;1642
2019-01-23;1635
2019-01-24;2012
2019-01-25;1653
2019-01-26;10
2019-01-27;0
2019-01-28;1832
2019-01-29;2009
2019-01-30;2363
2019-01-31;2623
2019-02-01;1408
2019-02-02;1
2019-02-03;0
2019-02-04;1491
2019-02-05;1645
2019-02-06;1704
2019-02-07;1815
2019-02-08;1543
2019-02-09;6
2019-02-10;0
2019-02-11;1523
2019-02-12;1749
2019-02-13;1662
2019-02-14;1943
2019-02-15;1641
2019-02-16;9
2019-02-17;0
2019-02-18;1714
2019-02-19;1856
2019-02-20;1947
2019-02-21;2080
2019-02-22;1853
2019-02-23;8
2019-02-24;0
2019-02-25;1990
2019-02-26;2323
2019-02-27;2906
2019-02-28;3164
2019-03-01;1559
2019-03-02;3
2019-03-03;0
2019-03-04;1434
2019-03-05;1773
2019-03-06;1697
2019-03-07;2029
2019-03-08;1626
2019-03-09;7
2019-03-10;0
2019-03-11;1930
2019-03-12;1855
2019-03-13;1855
2019-03-14;2215
2019-03-15;1869
2019-03-16;9
2019-03-17;0
2019-03-18;1799
2019-03-19;2009
2019-03-20;2041
2019-03-21;2181
2019-03-22;1875
2019-03-23;4
2019-03-24;0
2019-03-25;2199
2019-03-26;2561
2019-03-27;3034
2019-03-28;3590
2019-03-29;2992
2019-03-30;8
2019-03-31;0
2019-04-01;1633
2019-04-02;1876
2019-04-03;1883
2019-04-04;1955
2019-04-05;1565
2019-04-06;3
2019-04-07;0
2019-04-08;1782
2019-04-09;1863
2019-04-10;1885
2019-04-11;2082
2019-04-12;1779
2019-04-13;3
2019-04-14;1
2019-04-15;1810
2019-04-16;2117
2019-04-17;2241
2019-04-18;2221
2019-04-19;1382
2019-04-20;1
2019-04-21;0
2019-04-22;0
2019-04-23;1541
2019-04-24;1985
2019-04-25;2360
2019-04-26;2311
2019-04-27;17
2019-04-28;0
2019-04-29;2613
2019-04-30;2480
2019-05-01;0
2019-05-02;579
2019-05-03;0
2019-05-04;2
2019-05-05;0
2019-05-06;1541
2019-05-07;1711
2019-05-08;1987
2019-05-09;2033
2019-05-10;1903
2019-05-11;10
2019-05-12;0
2019-05-13;1836
2019-05-14;1934
2019-05-15;1916
2019-05-16;2215
2019-05-17;1689
2019-05-18;3
2019-05-19;0
2019-05-20;1876
2019-05-21;2155
2019-05-22;1963
2019-05-23;2219
2019-05-24;1996
2019-05-25;7
2019-05-26;0
2019-05-27;1938
2019-05-28;2278
2019-05-29;2631
2019-05-30;3151
2019-05-31;2602
2019-06-01;3
2019-06-02;0
2019-06-03;1738
2019-06-04;1845
2019-06-05;1883
2019-06-06;1997
2019-06-07;1732
2019-06-08;3
2019-06-09;0
2019-06-10;1875
2019-06-11;1891
2019-06-12;1908
2019-06-13;2009
2019-06-14;1952
2019-06-15;6
2019-06-16;0
2019-06-17;2206
2019-06-18;2307
2019-06-19;2168
2019-06-20;0
2019-06-21;1158
2019-06-22;4
2019-06-23;0
2019-06-24;2010
2019-06-25;2405
2019-06-26;2822
2019-06-27;3671
2019-06-28;3142
2019-06-29;62
2019-06-30;0
2019-07-01;1706
2019-07-02;1990
2019-07-03;1982
2019-07-04;2041
2019-07-05;1739
2019-07-06;4
2019-07-07;0
2019-07-08;1967
2019-07-09;1975
2019-07-10;1877
2019-07-11;2137
2019-07-12;1861
2019-07-13;4
2019-07-14;0
2019-07-15;1534
2019-07-16;1814
2019-07-17;1720
2019-07-18;1959
2019-07-19;1646
2019-07-20;4
2019-07-21;0
2019-07-22;1702
2019-07-23;1823
2019-07-24;1891
2019-07-25;2260
2019-07-26;1883
2019-07-27;8
2019-07-28;0
2019-07-29;1944
2019-07-30;2729
2019-07-31;2698
2019-08-01;1713
2019-08-02;1500
2019-08-03;2
2019-08-04;0
2019-08-05;1538
2019-08-06;1623
2019-08-07;1702
2019-08-08;1893
2019-08-09;1655
2019-08-10;87
2019-08-11;0
2019-08-12;1876
2019-08-13;2051
2019-08-14;2030
2019-08-15;0
2019-08-16;1025
2019-08-17;54
2019-08-18;0
2019-08-19;1656
2019-08-20;1993
2019-08-21;2211
2019-08-22;2443
2019-08-23;2319
2019-08-24;76
2019-08-25;0
2019-08-26;2309
2019-08-27;2868
2019-08-28;3122
2019-08-29;3418
2019-08-30;2500
2019-08-31;95
2019-09-01;0
2019-09-02;772
2019-09-03;779
2019-09-04;862
2019-09-05;891
2019-09-06;749
2019-09-07;5
2019-09-08;0
2019-09-09;835
2019-09-10;1207
2019-09-11;1474
2019-09-12;1731
2019-09-13;1538
2019-09-14;3
2019-09-15;0
2019-09-16;1324
2019-09-17;1565
2019-09-18;1646
2019-09-19;1704
2019-09-20;1519
2019-09-21;2
2019-09-22;0
2019-09-23;1654
2019-09-24;1861
2019-09-25;2123
2019-09-26;2349
2019-09-27;2789
2019-09-28;145
2019-09-29;0
2019-09-30;3035
